Product,Type,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),cpuMark,cpuValue,threadMark,threadValue,TDP,powerPerf,cores,Perf_per_Watt
NVIDIA GeForce RTX 3050 Mobile,GPU,8.0,65.0,148.0,624.0,1237.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon R9 370X,GPU,28.0,180.0,212.0,2800.0,980.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,9.525
AMD Radeon Vega 3 Mobile,GPU,14.0,15.0,210.0,4940.0,300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
AMD Radeon R7 M265DX,GPU,28.0,65.0,56.0,690.0,780.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA Quadro FX Go700,GPU,130.0,65.0,121.0,80.0,295.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon HD 7950M,GPU,28.0,75.0,212.0,2800.0,700.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,22.86
ATI Mobility Radeon HD 5750,GPU,40.0,25.0,104.0,627.0,550.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,68.58
AMD Radeon Vega 8,GPU,14.0,65.0,210.0,4940.0,300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GRID K1,GPU,28.0,130.0,118.0,1270.0,850.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,13.188461538461539
NVIDIA GeForce RTX 3050 Max-Q,GPU,8.0,65.0,148.0,624.0,712.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GeForce G100 OEM,GPU,65.0,35.0,86.0,210.0,540.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
AMD Radeon R7 360,GPU,28.0,100.0,160.0,2080.0,1000.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,17.145
AMD Radeon R7 M260DX,GPU,28.0,65.0,125.0,1550.0,925.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
Intel HD Graphics 4200,GPU,22.0,4.0,148.0,624.0,200.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,428.625
NVIDIA GeForce 6200 PCI,GPU,110.0,65.0,110.0,75.0,280.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GeForce MX250,GPU,14.0,25.0,74.0,1800.0,1519.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,68.58
NVIDIA GeForce4 MX 4000 Rev. 2,GPU,150.0,65.0,65.0,29.0,250.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GeForce Go 6400,GPU,110.0,65.0,110.0,75.0,400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA Quadro K2100M,GPU,28.0,55.0,221.0,2540.0,667.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,31.172727272727272
NVIDIA GeForce 945M,GPU,28.0,23.0,148.0,624.0,1006.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,74.54347826086956
NVIDIA GeForce 6800,GPU,130.0,65.0,225.0,222.0,325.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA Quadro FX 1800M,GPU,40.0,45.0,144.0,727.0,561.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,38.1
NVIDIA Tesla K40st,GPU,28.0,245.0,561.0,7080.0,575.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,6.997959183673469
XGI Volari V5 Ultra,GPU,130.0,65.0,148.0,90.0,350.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA RTX A4000,GPU,8.0,140.0,392.0,17400.0,735.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,12.246428571428572
NVIDIA GeForce GT 130M,GPU,55.0,23.0,121.0,314.0,600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,74.54347826086956
AMD Radeon Vega 11 Embedded,GPU,14.0,35.0,210.0,4940.0,300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
NVIDIA GeForce FX 5900 ZT,GPU,130.0,65.0,207.0,135.0,325.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GeForce RTX 3070 Ti,GPU,8.0,200.0,392.0,17400.0,1575.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,8.5725
Intel GMA 3100,GPU,90.0,13.0,148.0,624.0,400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,131.8846153846154
NVIDIA GeForce 8600 GT,GPU,80.0,47.0,169.0,289.0,540.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,36.47872340425532
Intel Iris Pro Graphics P580,GPU,14.0,15.0,148.0,624.0,350.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
ATI FireGL 9800 X2-256T,GPU,150.0,65.0,218.0,117.0,412.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GeForce 945A,GPU,28.0,33.0,148.0,624.0,1006.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,51.95454545454545
NVIDIA Quadro Plex 2200 S4,GPU,55.0,600.0,470.0,1400.0,648.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,2.8575
ATI Mobility Radeon X2300,GPU,80.0,65.0,100.0,107.0,479.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GeForce RTX 2080 Max-Q,GPU,12.0,90.0,545.0,13600.0,735.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,19.05
AMD Radeon HD 7670 OEM,GPU,40.0,66.0,118.0,716.0,800.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,25.977272727272727
Matrox Millennium G550 PCIe,GPU,180.0,65.0,148.0,10.0,125.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon Pro 5700 XT,GPU,7.0,130.0,251.0,10300.0,1243.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,13.188461538461539
NVIDIA GeForce 7300 LE,GPU,90.0,65.0,81.0,112.0,450.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
ATI FirePro V9800,GPU,40.0,250.0,334.0,2154.0,850.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,6.858
AMD Radeon R5 435 OEM,GPU,28.0,50.0,56.0,690.0,1030.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,34.29
NVIDIA Quadro RTX 4000,GPU,12.0,160.0,545.0,13600.0,1005.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,10.715625
NVIDIA GeForce 7950 GT AGP,GPU,90.0,65.0,196.0,278.0,500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
Intel Iris Plus Graphics 640,GPU,14.0,15.0,148.0,624.0,300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
ATI Radeon X800 XT,GPU,130.0,54.0,289.0,160.0,500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,31.75
AMD Radeon HD 6350,GPU,40.0,19.0,59.0,292.0,650.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,90.23684210526316
AMD Radeon HD 6870,GPU,40.0,151.0,255.0,1700.0,900.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,11.35430463576159
Intel UHD Graphics 600,GPU,14.0,5.0,148.0,624.0,200.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,342.9
ATI Radeon X1700 FSC,GPU,80.0,44.0,131.0,330.0,587.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,38.96590909090909
NVIDIA GeForce 615,GPU,40.0,49.0,116.0,585.0,660.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,34.98979591836735
NVIDIA Switch GPU 16nm,GPU,16.0,15.0,100.0,2000.0,384.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
ATI FireGL V3100,GPU,110.0,65.0,74.0,107.0,391.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon R9 M270X,GPU,28.0,65.0,160.0,2080.0,900.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
ATI Radeon X550 XTX,GPU,110.0,65.0,156.0,120.0,400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon RX 560 896SP,GPU,14.0,45.0,123.0,3000.0,1090.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,38.1
AMD Radeon HD 8350G IGP,GPU,32.0,35.0,246.0,1303.0,514.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
ATI Radeon X300 LE,GPU,110.0,65.0,74.0,107.0,325.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon HD 8990 OEM,GPU,28.0,375.0,365.0,4313.0,950.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,4.572
NVIDIA GeForce GTX 560 Ti X2,GPU,40.0,170.0,332.0,1950.0,850.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,10.08529411764706
NVIDIA GeForce FX Go5200,GPU,150.0,65.0,91.0,45.0,200.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon Pro 5700,GPU,7.0,130.0,251.0,10300.0,1243.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,13.188461538461539
AMD Radeon HD 8550G IGP,GPU,32.0,35.0,246.0,1303.0,515.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
NVIDIA GeForce 810M,GPU,28.0,45.0,118.0,1270.0,835.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,38.1
AMD Radeon HD 6550A,GPU,40.0,35.0,104.0,627.0,550.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
AMD Radeon HD 6530,GPU,40.0,39.0,104.0,627.0,650.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,43.96153846153846
ATI Radeon 9800 PRO,GPU,150.0,47.0,218.0,117.0,380.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,36.47872340425532
AMD FirePro W4100,GPU,28.0,50.0,123.0,1500.0,630.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,34.29
ATI Radeon X550 HyperMemory,GPU,110.0,65.0,74.0,107.0,400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon RX Vega 11,GPU,14.0,65.0,210.0,4940.0,300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon RX 550 512SP,GPU,14.0,50.0,123.0,3000.0,1019.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,34.29
NVIDIA GeForce GTX 1080,GPU,16.0,180.0,314.0,7200.0,1607.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,9.525
AMD Radeon R9 M380,GPU,28.0,65.0,160.0,2080.0,900.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
ATI Mobility Radeon HD 2400 XT Mac Edition,GPU,65.0,65.0,82.0,180.0,650.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon Pro WX 7100,GPU,14.0,130.0,232.0,5700.0,1188.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,13.188461538461539
NVIDIA GeForce GTX 760,GPU,28.0,170.0,294.0,3540.0,980.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,10.08529411764706
NVIDIA GRID K160Q,GPU,28.0,130.0,118.0,1270.0,850.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,13.188461538461539
NVIDIA Tesla M2070,GPU,40.0,225.0,529.0,3100.0,574.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,7.62
ATI Radeon E4690 PCIe,GPU,55.0,30.0,146.0,514.0,600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,57.15
ATI Mobility Radeon HD 2400 XT,GPU,65.0,65.0,82.0,180.0,600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GeForce GTX TITAN BLACK,GPU,28.0,250.0,561.0,7080.0,889.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,6.858
ATI Radeon X1950 XT AGP,GPU,90.0,96.0,352.0,384.0,625.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,17.859375
AMD Radeon HD 7400G IGP,GPU,32.0,17.0,246.0,1303.0,327.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,100.8529411764706
NVIDIA Quadro P5000,GPU,16.0,180.0,314.0,7200.0,1607.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,9.525
NVIDIA GeForce GT 740 OEM,GPU,28.0,65.0,221.0,2540.0,1050.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
ATI Radeon X600,GPU,110.0,36.0,74.0,107.0,400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,47.625
AMD Radeon Pro W5300M,GPU,7.0,85.0,158.0,6400.0,1000.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,20.17058823529412
ATI Radeon X800 PRO,GPU,130.0,48.0,289.0,160.0,475.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,35.71875
Intel Xeon Phi 3120A,GPU,22.0,300.0,350.0,5000.0,1100.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,5.715
AMD Radeon HD 7560D IGP,GPU,32.0,65.0,246.0,1303.0,760.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GeForce 9400M G,GPU,65.0,12.0,144.0,314.0,450.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,142.875
ATI Radeon 9500,GPU,150.0,12.0,215.0,110.0,275.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,142.875
ATI Radeon Xpress 1200 Mobile IGP,GPU,90.0,65.0,73.0,120.0,500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon R9 M265X,GPU,28.0,65.0,123.0,1500.0,575.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GeForce GTS 450 Rev. 3,GPU,40.0,106.0,238.0,1170.0,783.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,16.17452830188679
NVIDIA Quadro FX 4000,GPU,130.0,142.0,287.0,222.0,375.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,12.07394366197183
AMD Radeon R7 360 896SP,GPU,28.0,85.0,160.0,2080.0,1100.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,20.17058823529412
NVIDIA GeForce 8800 Ultra,GPU,90.0,171.0,484.0,681.0,612.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,10.026315789473685
Matrox M9125 PCIe x16,GPU,90.0,65.0,148.0,624.0,250.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon HD 7690M XT Rebrand,GPU,40.0,25.0,104.0,716.0,725.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,68.58
NVIDIA GeForce 8800 GTX,GPU,90.0,155.0,484.0,681.0,576.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,11.061290322580644
NVIDIA GeForce 6800 GT DDL,GPU,130.0,80.0,287.0,222.0,350.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,21.43125
ATI Radeon 9000 PRO Mac Edition,GPU,150.0,28.0,97.0,36.0,275.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,61.232142857142854
Intel Iris Pro Graphics 580,GPU,14.0,15.0,148.0,624.0,350.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
AMD Radeon Pro WX 4150 Mobile,GPU,14.0,50.0,123.0,3000.0,1002.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,34.29
AMD Radeon VII,GPU,7.0,295.0,331.0,13230.0,1400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,5.811864406779661
NVIDIA Quadro K1200,GPU,28.0,45.0,148.0,1870.0,1058.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,38.1
AMD Radeon Pro V7350X2,GPU,14.0,200.0,232.0,5700.0,1188.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,8.5725
AMD Radeon R5 A335,GPU,28.0,65.0,56.0,690.0,1070.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GeForce2 Go 200,GPU,180.0,2.0,64.0,20.0,143.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,857.25
Intel Xeon Phi 5120D,GPU,22.0,245.0,350.0,5000.0,1053.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,6.997959183673469
ATI Mobility Radeon HD 4870 X2,GPU,55.0,65.0,256.0,956.0,550.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
XGI Volari V5 Ultra,GPU,130.0,65.0,148.0,90.0,350.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GeForce 7050 SE + nForce 630a,GPU,90.0,65.0,81.0,112.0,425.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GeForce GT 740,GPU,28.0,64.0,118.0,1270.0,993.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.7890625
NVIDIA Quadro K5000,GPU,28.0,122.0,294.0,3540.0,706.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,14.05327868852459
NVIDIA GeForce MX150,GPU,14.0,10.0,74.0,1800.0,937.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,171.45
NVIDIA GeForce 9200M,GPU,65.0,12.0,144.0,314.0,450.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,142.875
ATI Mobility Radeon X1900,GPU,80.0,65.0,230.0,384.0,400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon R7 360E,GPU,28.0,75.0,160.0,2080.0,1050.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,22.86
NVIDIA GeForce 6800 LE,GPU,130.0,65.0,225.0,222.0,325.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon HD 6750,GPU,40.0,86.0,166.0,1040.0,700.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,19.936046511627907
AMD Radeon R5 430 OEM,GPU,28.0,50.0,77.0,950.0,730.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,34.29
AMD Radeon R9 260 OEM,GPU,28.0,85.0,160.0,2080.0,1100.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,20.17058823529412
NVIDIA GeForce 930M,GPU,28.0,33.0,148.0,624.0,928.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,51.95454545454545
NVIDIA GeForce FX 5600 XT,GPU,130.0,65.0,121.0,80.0,235.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon Graphics 512SP,GPU,7.0,15.0,156.0,9800.0,400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
NVIDIA Quadro K5100M,GPU,28.0,100.0,294.0,3540.0,771.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,17.145
ATI Mobility Radeon X300 IGP,GPU,110.0,65.0,74.0,107.0,300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon Pro 580,GPU,14.0,185.0,232.0,5700.0,1100.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,9.267567567567568
NVIDIA GeForce 310 OEM,GPU,40.0,31.0,57.0,260.0,589.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,55.306451612903224
NVIDIA GeForce 940MX,GPU,28.0,23.0,148.0,1870.0,795.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,74.54347826086956
NVIDIA RTX A6000,GPU,8.0,300.0,628.0,28300.0,1455.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,5.715
Intel Iris Plus Graphics G4,GPU,10.0,15.0,148.0,624.0,300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
ATI Mobility Radeon X2300 HD,GPU,80.0,65.0,100.0,107.0,479.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GeForce 8600 GTS Mac Edition,GPU,80.0,75.0,169.0,289.0,675.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,22.86
NVIDIA GeForce 9500M G,GPU,65.0,20.0,144.0,314.0,500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,85.725
ATI Radeon X800 SE,GPU,130.0,65.0,289.0,160.0,425.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD FirePro M4100,GPU,28.0,65.0,77.0,950.0,670.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon HD 7610M,GPU,40.0,20.0,104.0,716.0,450.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,85.725
NVIDIA GeForce Go 7400,GPU,90.0,65.0,81.0,112.0,450.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
ATI Mobility Radeon X1600,GPU,90.0,65.0,150.0,157.0,450.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
ATI FirePro V8750,GPU,55.0,151.0,256.0,956.0,750.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,11.35430463576159
NVIDIA Tesla C2050,GPU,40.0,238.0,529.0,3100.0,574.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,7.203781512605042
AMD Radeon HD 7350 OEM PCI,GPU,40.0,19.0,59.0,292.0,650.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,90.23684210526316
AMD Radeon RX 470 Mobile,GPU,14.0,85.0,232.0,5700.0,926.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,20.17058823529412
AMD Radeon HD 6770 Green Edition,GPU,40.0,86.0,166.0,1040.0,700.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,19.936046511627907
NVIDIA Quadro P620 Mobile,GPU,14.0,40.0,132.0,3300.0,1177.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,42.8625
NVIDIA GeForce 8800 GTS 512,GPU,65.0,135.0,324.0,754.0,650.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,12.7
AMD Radeon HD 8510G IGP,GPU,32.0,35.0,246.0,1303.0,554.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
NVIDIA Quadro M3000M,GPU,28.0,75.0,398.0,5200.0,1050.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,22.86
NVIDIA Tesla S1075,GPU,55.0,800.0,470.0,1400.0,610.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,2.143125
NVIDIA GeForce FX Go5200 NPB 32M,GPU,150.0,65.0,91.0,45.0,200.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA Quadro K5200,GPU,28.0,150.0,561.0,7080.0,667.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,11.43
NVIDIA GeForce 710A,GPU,28.0,45.0,118.0,1270.0,810.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,38.1
AMD Radeon E9260 PCIe,GPU,14.0,80.0,123.0,3000.0,1090.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,21.43125
NVIDIA GeForce 8300,GPU,80.0,40.0,127.0,210.0,500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,42.8625
ATI Radeon X1650 XT,GPU,80.0,55.0,230.0,330.0,525.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,31.172727272727272
NVIDIA GeForce 6600 AGP,GPU,110.0,65.0,154.0,146.0,300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GeForce 710A,GPU,28.0,15.0,87.0,1020.0,719.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
ATI Mobility Radeon X600,GPU,130.0,65.0,92.0,75.0,400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
Intel UHD Graphics,GPU,14.0,15.0,148.0,624.0,300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
NVIDIA Quadro FX 5600 Mac Edition,GPU,90.0,171.0,484.0,681.0,600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,10.026315789473685
ATI Radeon X1050 AGP,GPU,130.0,24.0,76.0,60.0,250.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,71.4375
AMD FireStream 9170,GPU,55.0,105.0,192.0,666.0,800.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,16.32857142857143
NVIDIA GeForce GTX 960 OEM,GPU,28.0,65.0,228.0,2940.0,1176.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
ATI Radeon HD 2600 XT X2,GPU,65.0,65.0,153.0,390.0,800.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GRID RTX T10-8,GPU,12.0,260.0,754.0,18600.0,1065.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,6.594230769230769
NVIDIA GeForce GTX 1050 Mobile,GPU,14.0,75.0,132.0,3300.0,1354.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,22.86
NVIDIA GeForce RTX 3080 Max-Q,GPU,8.0,80.0,392.0,17400.0,780.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,21.43125
NVIDIA GeForce GTX 1650 Max-Q,GPU,12.0,50.0,200.0,4700.0,930.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,34.29
Intel HD Graphics 3000,GPU,32.0,65.0,149.0,624.0,350.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
ATI Mobility Radeon HD 2400,GPU,65.0,65.0,85.0,180.0,450.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GeForce GT 525M,GPU,40.0,23.0,116.0,585.0,600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,74.54347826086956
Sony Playstation 2 GPU 90nm,GPU,90.0,45.0,86.0,54.0,147.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,38.1
AMD Radeon HD 7660D IGP,GPU,32.0,100.0,246.0,1303.0,760.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,17.145
NVIDIA GeForce GT 610 PCI,GPU,40.0,29.0,79.0,292.0,810.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,59.12068965517241
ATI Radeon HD 3850 AGP,GPU,55.0,75.0,192.0,666.0,668.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,22.86
NVIDIA GeForce GTX 750 GM206,GPU,28.0,65.0,228.0,2940.0,1087.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
ATI FirePro V5700,GPU,55.0,56.0,146.0,514.0,700.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,30.616071428571427
ATI Mobility FireGL V5725,GPU,55.0,65.0,135.0,378.0,680.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
Intel Iris Pro Graphics P580,GPU,14.0,15.0,148.0,624.0,350.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
Intel UHD Graphics,GPU,14.0,15.0,148.0,624.0,300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
NVIDIA GeForce GTX 680MX Mac Edition,GPU,28.0,122.0,294.0,3540.0,719.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,14.05327868852459
ATI All-In-Wonder Radeon 7500 VE,GPU,150.0,65.0,83.0,60.0,260.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GRID A100A,GPU,7.0,400.0,826.0,54200.0,900.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,4.28625
